x,y,z
12.078777,54.102502,18.9
12.079015,54.102792,18.5
12.078949,54.102855,18.4
12.078921,54.102821,18.5
12.079046,54.102966,18.3
12.079003,54.102914,18.4
12.078882,54.103002,18.3
12.078831,54.102968,18.4
12.078940,54.103104,18.1
12.078920,54.103079,18.2
12.078907,54.103188,18.0
12.079312,54.103813,16.7
12.079198,54.103735,16.8
12.079089,54.103746,16.8
12.079027,54.103746,16.8
12.078796,54.104183,16.0
12.078781,54.104137,16.1
12.078994,54.104762,14.9
12.078895,54.104707,15.0
12.078834,54.104965,14.6
12.078826,54.105233,14.4
12.079067,54.105226,14.3
12.078920,54.105314,14.3
12.079068,54.105695,13.9
12.078980,54.105611,14.1
12.078816,54.105556,14.3
12.078794,54.106019,13.2
12.078878,54.106128,13.0
12.078866,54.106328,12.7
12.078747,54.106252,12.7
12.079093,54.106403,12.4
12.079077,54.106507,12.2
12.078699,54.102513,18.9
12.078646,54.102564,18.9
12.078680,54.103598,17.1
12.078527,54.103974,16.5
12.078517,54.103943,16.6
12.078542,54.104073,16.4
12.078451,54.104029,16.4
12.078725,54.104243,16.0
12.078663,54.104172,16.2
12.078555,54.104499,15.6
12.078658,54.104574,15.4
12.078471,54.104596,15.4
12.078725,54.104989,14.6
12.078711,54.105232,14.5
12.078667,54.105964,13.3
12.078555,54.105851,13.7
12.078688,54.106102,13.1
12.078672,54.106159,12.9
12.078377,54.103944,16.7
12.078292,54.105444,14.4
12.078361,54.102764,18.7
12.078412,54.102624,18.9
12.078178,54.102690,18.9
12.078243,54.103705,17.2
12.078238,54.103667,17.2
12.078141,54.103750,17.1
12.078238,54.104301,16.1
12.078199,54.104888,15.1
12.078179,54.105287,14.6
12.078135,54.105424,14.4
12.078160,54.105370,14.5
12.078355,54.105579,14.2
12.078357,54.105515,14.4
12.078073,54.105543,14.3
12.078467,54.105714,13.9
12.078320,54.105979,13.3
12.078002,54.102732,19.1
12.077995,54.103605,17.4
12.078096,54.103699,17.2
12.078075,54.103628,17.3
12.077905,54.103231,18.3
12.077985,54.103395,17.9
12.078061,54.103501,17.6
12.078032,54.103463,17.7
12.077946,54.103548,17.5
12.077901,54.103497,17.6
12.077773,54.103926,17.0
12.077991,54.104159,16.5
12.078018,54.104308,16.2
12.077969,54.104245,16.3
12.077795,54.104660,15.5
12.077925,54.104749,15.4
12.077853,54.104712,15.4
12.077993,54.105153,14.9
12.077829,54.105142,15.0
12.077801,54.105094,14.9
12.078164,54.105695,14.0
12.078055,54.106666,12.6
12.077956,54.106569,12.8
12.078117,54.106562,12.7
12.077649,54.103234,18.2
12.077747,54.103293,18.1
12.077790,54.103333,18.1
12.077699,54.103797,17.1
12.077710,54.102612,19.5
12.077674,54.102715,19.3
12.077617,54.102651,19.5
12.077582,54.102934,18.9
12.077693,54.103023,18.7
12.077524,54.103078,18.6
12.077573,54.103136,18.5
12.077458,54.103609,17.4
12.077611,54.103705,17.2
12.077474,54.103818,17.1
12.077648,54.104314,16.3
12.077502,54.104304,16.4
12.077596,54.104577,15.7
12.077742,54.105051,15.1
12.077533,54.104946,15.3
12.077872,54.105472,14.2
12.077791,54.106200,13.4
12.077484,54.102888,19.0
12.077420,54.102860,19.0
12.077339,54.102897,18.9
12.077305,54.102961,18.8
12.077143,54.102621,19.4
12.077258,54.102897,18.9
12.077414,54.103581,17.5
12.077405,54.103488,17.7
12.077201,54.103315,18.1
12.077125,54.103437,17.8
12.077384,54.103650,17.4
12.077433,54.103806,17.1
12.077457,54.104014,16.8
12.077322,54.104056,16.8
12.077269,54.104109,16.7
12.077273,54.104425,16.3
12.077335,54.104841,15.2
12.077113,54.102770,19.1
12.077076,54.102719,19.2
12.076878,54.102633,19.3
12.076846,54.102575,19.3
12.076868,54.103057,18.5
12.076984,54.103134,18.4
12.077033,54.104210,16.6
12.077134,54.104704,15.7
12.076920,54.104565,15.8
12.076857,54.104532,16.1
12.076935,54.104730,15.6
12.077389,54.105086,15.2
12.077499,54.106536,13.2
12.077045,54.106919,12.6
12.076866,54.102512,19.5
12.076595,54.102831,19.0
12.076568,54.103763,17.1
12.076574,54.103848,16.8
12.076517,54.104218,16.4
12.076625,54.104341,16.3
12.076720,54.104574,15.9
12.076508,54.104658,15.6
12.076843,54.105728,14.7
12.076401,54.103681,17.2
12.076448,54.102956,18.7
12.076687,54.103164,18.4
12.076795,54.103163,18.3
12.076753,54.103131,18.4
12.076316,54.103640,17.2
12.076193,54.103562,17.4
12.076225,54.104014,16.4
12.076447,54.104162,16.4
12.076386,54.104283,16.2
12.076368,54.104360,16.1
12.076640,54.106517,13.1
12.076035,54.103180,18.1
12.076027,54.103437,17.6
12.075976,54.103377,17.6
12.075867,54.103838,16.7
12.076068,54.103863,16.7
12.076152,54.104130,16.3
12.075951,54.103936,16.4
12.075551,54.103101,17.9
12.075587,54.103130,17.8
12.075672,54.103169,17.7
12.075850,54.103304,17.7
12.075838,54.103708,16.9
12.075665,54.103573,17.0
12.075539,54.103690,16.5
12.075464,54.103027,18.1
12.075486,54.103429,17.2
12.075412,54.103391,17.3
12.075276,54.103380,17.4
12.075806,54.106907,13.0
12.075235,54.106938,13.0
12.075501,54.107126,13.0
12.075417,54.107157,13.1
12.075037,54.106808,13.0
12.075219,54.103284,17.6
12.075156,54.105117,15.7
12.074989,54.105192,15.4
12.075017,54.106734,13.0
12.074934,54.106764,13.0
12.075152,54.106969,13.1
12.075069,54.106999,13.1
12.074986,54.107030,13.1
12.074902,54.107060,13.0
12.074701,54.103226,18.0
12.074652,54.103332,17.7
12.074593,54.103431,17.5
12.074569,54.103539,17.3
12.075217,54.106429,13.4
12.074851,54.106795,12.9
12.074768,54.106825,12.9
12.074685,54.106858,12.9
12.074562,54.103089,18.3
12.074553,54.103595,17.2
12.074491,54.103747,16.9
12.074565,54.106665,12.7
12.087745,54.108088,3.9
12.076575,54.107265,12.6
12.078796,54.107242,11.7
12.089347,54.107836,4.0
12.088832,54.107757,3.9
12.089282,54.109052,3.6
12.089097,54.111050,2.8
12.088966,54.111136,2.7
12.088849,54.111106,2.1
12.088573,54.113727,2.7
12.088109,54.110228,2.7
12.087046,54.108162,3.3
12.086916,54.108115,3.4
12.087377,54.112742,2.0
12.086598,54.108484,2.7
12.086287,54.108663,2.5
12.086445,54.109560,2.6
12.086695,54.112114,2.0
12.085746,54.107781,9.6
12.085983,54.110004,2.6
12.085523,54.110447,2.7
12.086118,54.111582,2.4
12.085498,54.111013,2.5
12.084975,54.110202,2.6
12.084095,54.109077,8.3
12.083835,54.109349,8.3
12.083506,54.107430,9.7
12.082465,54.107325,9.7
12.081896,54.108196,9.5
12.081717,54.108288,9.4
12.081432,54.107903,9.6
12.081255,54.107788,10.1
12.081030,54.107882,9.9
12.081321,54.108066,9.6
12.081157,54.108406,9.1
12.081464,54.108493,9.1
12.080636,54.107495,10.9
12.081195,54.107423,10.6
12.080903,54.107738,10.3
12.080797,54.107915,10.1
12.080739,54.107852,10.2
12.080947,54.108153,9.6
12.080776,54.108809,9.6
12.080744,54.108738,9.6
12.080924,54.108904,9.5
12.080750,54.109137,9.8
12.080971,54.108990,9.4
12.080719,54.109157,9.9
12.080715,54.109237,9.9
12.080529,54.108556,9.8
12.080625,54.107208,11.1
12.080601,54.107321,11.0
12.080415,54.107393,11.0
12.080585,54.107653,10.6
12.080455,54.108241,9.9
12.080399,54.108175,10.0
12.080510,54.108365,9.8
12.080537,54.108444,9.8
12.080331,54.108465,10.1
12.080379,54.108561,10.1
12.080679,54.108620,9.6
12.080636,54.108554,9.6
12.080549,54.108734,10.1
12.080682,54.108870,9.9
12.080447,54.108766,10.1
12.080395,54.109095,10.1
12.080500,54.109060,10.2
12.080652,54.109319,10.0
12.080562,54.109235,10.1
12.080085,54.107796,10.3
12.080156,54.107766,10.4
12.080199,54.107832,10.2
12.080232,54.107922,10.1
12.080343,54.108046,10.1
12.080286,54.107981,10.1
12.080308,54.108368,10.1
12.080307,54.108270,10.1
12.080222,54.108190,10.1
12.080364,54.108531,10.2
12.080210,54.109434,10.2
12.080133,54.109835,9.8
12.079971,54.107494,10.8
12.079826,54.108176,9.5
12.079402,54.107419,10.9
12.079544,54.107785,10.4
12.079746,54.109214,10.9
12.079991,54.109311,10.6
12.079755,54.109870,9.8
12.079526,54.110089,9.7
12.079218,54.107293,11.1
12.079304,54.110299,9.5
12.078908,54.109054,10.7
12.079686,54.109440,10.4
12.079182,54.109643,10.2
12.078811,54.110403,9.6
12.078308,54.107355,12.1
12.078535,54.107825,11.7
12.078747,54.107559,11.6
12.078886,54.107881,11.3
12.078594,54.108289,11.2
12.078814,54.109493,10.3
12.078518,54.110370,9.6
12.077863,54.109058,10.5
12.078196,54.111588,8.5
12.078327,54.108351,11.3
12.078147,54.108789,10.3
12.078146,54.108904,10.3
12.077727,54.108752,10.9
12.077996,54.109201,10.4
12.078118,54.110100,9.9
12.077934,54.110224,9.8
12.078049,54.110922,9.6
12.077572,54.111248,9.4
12.077521,54.111320,9.1
12.077477,54.109924,10.1
12.077338,54.110006,10.0
12.077311,54.111453,8.1
12.077286,54.108428,11.7
12.077458,54.108920,11.2
12.077264,54.109217,10.7
12.077007,54.109130,10.8
12.078206,54.109741,10.1
12.077432,54.110415,9.9
12.076739,54.111261,7.6
12.076431,54.108592,11.3
12.076827,54.109142,10.6
12.076701,54.108902,11.2
12.076630,54.109271,10.0
12.076688,54.109365,9.9
12.076458,54.109278,9.2
12.076815,54.109455,10.0
12.076862,54.109745,10.1
12.076579,54.110972,9.3
12.076872,54.110229,10.5
12.076561,54.110087,10.4
12.076184,54.109952,9.9
12.075335,54.107187,13.1
12.075252,54.107218,13.1
12.075788,54.107361,12.7
12.075411,54.108182,10.9
12.075169,54.107248,13.1
12.075085,54.107279,13.0
12.075235,54.107911,11.9
12.074982,54.107920,11.9
12.102982,54.060919,38.6
12.104943,54.060243,37.5
12.104715,54.060345,37.3
12.104436,54.059881,38.2
12.104451,54.060513,37.0
12.104083,54.062162,37.8
12.104006,54.061598,37.7
12.103936,54.061788,38.0
12.103935,54.061997,38.0
12.104135,54.058530,38.8
12.103876,54.061518,37.6
12.103724,54.061852,38.0
12.103445,54.059350,40.4
12.103322,54.059405,40.5
12.103213,54.059442,40.7
12.103186,54.060023,40.0
12.103308,54.060605,38.4
12.103124,54.060284,39.3
12.103146,54.060318,39.2
12.102984,54.060343,39.3
12.102730,54.060412,39.1
12.102738,54.061032,39.4
12.102652,54.060327,39.5
12.102933,54.061689,39.9
12.102477,54.060154,39.9
12.102449,54.060253,39.7
12.102455,54.060279,39.6
12.102553,54.060611,39.2
12.102295,54.061246,40.3
12.101970,54.058482,37.9
12.101755,54.058372,37.7
12.101763,54.059332,39.3
12.101910,54.059821,39.2
12.101854,54.059965,38.9
12.102135,54.061542,40.3
12.102191,54.062243,39.0
12.101691,54.058539,38.7
12.101596,54.059328,39.0
12.101477,54.060163,39.1
12.101465,54.060312,39.3
12.101532,54.060390,39.5
12.101519,54.060884,39.2
12.101723,54.061732,39.1
12.101619,54.061754,38.8
12.101369,54.060469,39.4
12.101202,54.059240,38.6
12.101231,54.059597,38.8
12.101195,54.059702,38.9
12.101400,54.060083,39.0
12.101070,54.060513,39.1
12.101404,54.060533,39.5
12.101384,54.061501,38.7
12.101048,54.060549,39.1
12.101104,54.060636,39.1
12.100818,54.058680,38.3
12.100988,54.059234,38.5
12.101102,54.059214,38.6
12.101064,54.059770,38.8
12.101009,54.059851,38.8
12.100923,54.059949,38.8
12.100936,54.060176,38.8
12.101075,54.060886,38.9
12.101070,54.061055,38.9
12.100992,54.061114,39.0
12.100591,54.058584,38.3
12.100715,54.058649,38.3
12.100729,54.058903,38.4
12.100496,54.058907,38.4
12.100739,54.059585,38.8
12.100530,54.059847,38.9
12.100524,54.060281,38.6
12.100785,54.060339,38.8
12.100744,54.060422,38.8
12.100720,54.060539,38.8
12.100784,54.061285,38.8
12.100495,54.061285,38.4
12.100352,54.060457,38.4
12.100466,54.060159,38.7
12.100288,54.060121,38.7
12.100170,54.060211,38.4
12.100213,54.060429,38.4
12.100250,54.060961,38.2
12.100294,54.060873,38.2
12.100370,54.061189,38.3
12.100434,54.058575,38.3
12.100223,54.058616,38.5
12.100065,54.058662,38.6
12.100074,54.059506,38.7
12.100017,54.059307,38.8
12.100081,54.060695,38.2
12.099800,54.059663,38.6
12.099791,54.060089,38.7
12.099787,54.058841,39.0
12.099729,54.058776,39.0
12.099638,54.058757,39.4
12.099622,54.059195,38.7
12.099508,54.059249,38.9
12.099773,54.059872,38.7
12.099600,54.060114,38.7
12.099573,54.060252,38.7
12.099587,54.060335,38.6
12.099540,54.060499,38.7
12.099461,54.060782,38.5
12.099432,54.059330,39.1
12.099400,54.059391,39.0
12.099384,54.059439,38.7
12.099327,54.059540,39.3
12.099263,54.059608,38.7
12.099190,54.060009,38.7
12.099231,54.059934,38.8
12.099235,54.060131,38.7
12.099245,54.060442,39.2
12.099243,54.060740,39.1
12.099226,54.061134,38.1
12.099012,54.058680,40.3
12.098951,54.060386,39.7
12.099014,54.060694,39.7
12.098918,54.060870,39.4
12.099140,54.060918,38.8
12.099038,54.061109,38.8
12.099144,54.061315,38.5
12.099030,54.061514,39.1
12.098927,54.061275,39.0
12.098789,54.060652,40.1
12.098696,54.060818,39.9
12.098707,54.061234,39.4
12.098802,54.061058,39.6
12.098571,54.061020,39.9
12.098825,54.061471,39.7
12.098592,54.061424,40.2
12.098958,54.061650,39.6
12.098523,54.060296,40.6
12.098520,54.060543,40.1
12.098427,54.060699,39.9
12.098361,54.061383,40.2
12.098410,54.061587,40.6
12.098324,54.060884,39.8
12.098484,54.061194,39.8
12.104020,54.063108,37.1
12.099832,54.066226,39.1
12.099424,54.066252,38.7
12.104223,54.067996,34.3
12.102474,54.062501,38.8
12.104109,54.067362,36.2
12.104829,54.065248,37.2
12.104919,54.066916,35.5
12.104835,54.066940,35.6
12.104814,54.067423,35.7
12.104968,54.067646,35.5
12.104680,54.063556,36.2
12.104819,54.063697,36.0
12.104855,54.063917,35.6
12.104917,54.064119,35.2
12.104730,54.065282,37.5
12.104710,54.065221,37.4
12.104644,54.065315,37.5
12.104957,54.066426,36.2
12.104797,54.066646,35.8
12.104904,54.067030,35.6
12.104689,54.067061,35.5
12.104924,54.067202,35.8
12.104795,54.067266,35.9
12.104753,54.067863,34.7
12.104673,54.067821,34.8
12.104695,54.068104,33.4
12.104628,54.065109,37.2
12.104607,54.064816,36.6
12.104448,54.064893,36.9
12.104503,54.064941,37.0
12.104454,54.064956,37.1
12.104450,54.065116,37.2
12.104543,54.065145,37.2
12.104598,54.065329,37.5
12.104591,54.065261,37.6
12.104504,54.065362,37.4
12.104753,54.065414,37.2
12.104517,54.065496,37.5
12.104519,54.067524,35.7
12.104369,54.065211,37.4
12.104571,54.062561,37.2
12.104420,54.062734,37.5
12.104358,54.063590,36.2
12.104540,54.063760,35.9
12.104568,54.064227,35.3
12.104570,54.064326,35.3
12.104580,54.064768,36.5
12.104291,54.064807,36.8
12.104354,54.064927,37.1
12.104361,54.064993,37.2
12.104312,54.065011,37.3
12.104407,54.065133,37.3
12.104361,54.065151,37.3
12.104285,54.065247,37.4
12.104392,54.065401,37.6
12.104740,54.065493,37.3
12.104453,54.065518,37.6
12.104760,54.065927,37.0
12.104550,54.066673,36.2
12.104469,54.066694,36.4
12.104600,54.067023,35.7
12.104580,54.067673,35.2
12.104589,54.067769,35.1
12.104508,54.068212,33.0
12.104320,54.062711,37.5
12.104153,54.064797,37.1
12.104206,54.064841,36.9
12.104216,54.064983,37.2
12.104129,54.065015,37.3
12.104223,54.065043,37.3
12.104275,54.065186,37.4
12.104233,54.065204,37.5
12.104186,54.065222,37.5
12.104143,54.065241,37.4
12.104289,54.067280,36.3
12.104092,54.064885,37.4
12.104083,54.062317,37.5
12.104254,54.062522,37.5
12.104229,54.062431,37.4
12.104140,54.064224,36.0
12.104061,54.064830,37.2
12.104024,54.064909,37.5
12.103971,54.064864,37.5
12.103983,54.064928,37.6
12.104067,54.065038,37.5
12.104073,54.065099,37.3
12.104119,54.065279,37.3
12.103994,54.065288,37.5
12.104413,54.065327,37.5
12.104257,54.065420,37.6
12.104357,54.066823,36.4
12.104112,54.067226,36.4
12.104007,54.067368,36.1
12.104270,54.067617,35.5
12.104174,54.068294,33.0
12.103975,54.062415,37.5
12.104046,54.062966,36.8
12.103984,54.065070,37.6
12.103941,54.065118,37.7
12.103828,54.065140,37.6
12.103915,54.067528,35.7
12.103781,54.062289,37.6
12.103732,54.063743,36.8
12.103990,54.064046,36.2
12.103998,54.064246,36.2
12.104280,54.064740,36.7
12.104193,54.064775,36.8
12.103931,54.064883,37.8
12.103898,54.064966,37.8
12.103848,54.064917,37.9
12.103661,54.064999,37.8
12.103673,54.065064,37.8
12.103784,54.065159,37.7
12.103743,54.065176,37.6
12.103702,54.065193,37.6
12.104095,54.065723,37.9
12.104037,54.065672,37.8
12.103769,54.065813,38.6
12.104516,54.065735,37.5
12.103903,54.066945,36.8
12.103735,54.066939,36.9
12.103679,54.066898,37.0
12.103738,54.067026,36.8
12.103683,54.066999,36.8
12.103928,54.067453,35.9
12.103786,54.067353,36.1
12.103843,54.067667,35.4
12.103790,54.068290,33.3
12.103617,54.065018,37.9
12.103572,54.065036,37.8
12.103529,54.065055,37.9
12.103610,54.065226,37.6
12.103493,54.065131,37.7
12.103713,54.067545,35.7
12.103597,54.067430,35.9
12.103508,54.067739,35.3
12.103669,54.068238,33.5
12.103564,54.068336,32.9
12.103438,54.063622,37.1
12.103634,54.063895,36.9
12.103454,54.065149,37.6
12.103442,54.065087,37.7
12.103379,54.065190,37.6
12.103707,54.065387,37.7
12.103624,54.065285,37.6
12.103900,54.065547,37.8
12.103774,54.065428,37.7
12.103598,54.065658,38.2
12.103443,54.065515,37.5
12.103345,54.065808,38.4
12.103522,54.067148,36.5
12.103454,54.067647,35.4
12.103304,54.067531,35.5
12.103415,54.065302,37.5
12.103255,54.065238,37.4
12.103259,54.065167,37.4
12.103296,54.065379,37.3
12.103265,54.065732,37.9
12.103361,54.067058,36.6
12.103348,54.067772,35.2
12.103243,54.067766,35.1
12.103234,54.067583,35.4
12.103129,54.067779,34.9
12.103230,54.068045,34.0
12.103371,54.068293,33.0
12.103284,54.068347,32.7
12.103166,54.068346,32.6
12.102960,54.067368,35.9
12.102871,54.067402,35.8
12.103011,54.067675,35.0
12.102882,54.067847,34.4
12.102761,54.062709,39.2
12.102930,54.062773,39.5
12.102810,54.067443,35.7
12.102787,54.067895,34.1
12.102768,54.067963,33.8
12.102625,54.062579,38.8
12.102754,54.067747,34.5
12.102604,54.067970,33.7
12.102502,54.062620,38.8
12.102529,54.062896,39.0
12.102753,54.062984,39.8
12.102552,54.062835,39.0
12.102589,54.064851,37.7
12.102706,54.064952,37.5
12.103576,54.064894,37.5
12.103368,54.065635,37.9
12.102512,54.067547,35.2
12.102392,54.067462,35.6
12.102517,54.067850,33.9
12.102286,54.067629,34.8
12.102379,54.068066,33.2
12.102203,54.062709,38.5
12.102154,54.067999,33.3
12.101839,54.062747,38.3
12.102385,54.066803,37.0
12.101981,54.067281,36.4
12.102050,54.067583,35.3
12.101845,54.067449,36.0
12.101869,54.067789,34.2
12.101731,54.062568,38.2
12.101550,54.066459,38.3
12.101469,54.066486,38.3
12.101630,54.067746,34.6
12.101507,54.067928,33.8
12.101453,54.062315,37.8
12.101285,54.062591,38.1
12.101113,54.062832,38.5
12.101414,54.065044,38.8
12.101207,54.067896,34.3
12.101074,54.067856,34.7
12.100866,54.066201,38.6
12.101142,54.066181,38.3
12.100854,54.067731,35.6
12.100512,54.064714,40.7
12.100778,54.065018,40.4
12.100717,54.066131,38.6
12.100597,54.066078,38.7
12.101199,54.066502,38.4
12.100787,54.066477,39.4
12.100637,54.066325,39.2
12.101011,54.066694,38.2
12.100747,54.066819,38.2
12.100759,54.067816,35.1
12.100791,54.067863,33.9
12.100571,54.065053,40.5
12.100400,54.062585,38.0
12.100416,54.064526,40.5
12.100358,54.064712,40.6
12.100568,54.066813,38.5
12.100174,54.067153,37.9
12.099502,54.066015,39.9
12.099391,54.065996,39.7
12.099318,54.065975,39.5
12.099299,54.066208,38.7
12.099522,54.066286,38.8
12.098070,54.065026,39.7
12.097720,54.064902,40.3
12.103729,54.088583,16.1
12.103177,54.088945,15.4
12.103041,54.089066,14.9
12.102936,54.089165,14.8
12.102522,54.088177,17.4
12.102705,54.088384,17.0
12.102609,54.088281,17.2
12.102770,54.088516,16.7
12.102653,54.088647,16.7
12.102572,54.088762,16.8
12.102496,54.088870,16.4
12.102388,54.088971,15.9
12.102430,54.088074,17.5
12.102288,54.087952,17.6
12.102256,54.088918,16.5
12.102212,54.088806,16.9
12.102027,54.088596,17.7
12.102118,54.088701,17.4
12.102007,54.087525,18.9
12.101909,54.087414,19.3
12.101818,54.087512,19.6
12.102032,54.087668,18.5
12.101894,54.087766,18.6
12.102045,54.087988,18.0
12.101928,54.088497,18.0
12.101865,54.089057,16.7
12.101960,54.089162,16.2
12.101699,54.087814,19.0
12.101808,54.088061,18.4
12.101835,54.088392,18.2
12.101744,54.088287,18.4
12.101811,54.087305,19.6
12.101714,54.087196,19.6
12.101614,54.087077,19.7
12.101600,54.087881,19.1
12.101602,54.088162,18.5
12.101588,54.088748,17.8
12.101773,54.088954,17.0
12.101682,54.088851,17.4
12.101397,54.086980,20.0
12.101486,54.087886,19.2
12.101334,54.087884,19.3
12.101507,54.088628,18.1
12.101288,54.088624,18.3
12.101438,54.088554,18.4
12.101069,54.089171,17.5
12.100893,54.087333,20.0
12.100987,54.087436,20.0
12.101169,54.087644,20.0
12.101014,54.088454,19.0
12.101086,54.088687,18.4
12.100977,54.089067,17.5
12.100835,54.088754,18.3
12.100885,54.088963,17.8
12.100756,54.088863,18.0
12.101138,54.087057,20.2
12.100760,54.087230,20.2
12.100898,54.087130,20.2
12.100620,54.087649,20.1
12.101094,54.088146,19.2
12.100624,54.088006,20.4
12.100253,54.087234,20.7
12.100517,54.087530,20.2
12.100434,54.087429,20.3
12.100348,54.087334,20.4
12.100533,54.087786,20.4
12.100349,54.088969,18.1
12.100536,54.089203,17.7
12.100443,54.089101,17.9
12.100175,54.087136,20.9
12.100074,54.087024,21.0
12.100146,54.087888,20.9
12.100473,54.088571,19.4
12.100008,54.088764,19.1
12.100144,54.088976,18.6
12.099940,54.089039,19.1
